discourse_id,Ineffective,Adequate,Effective,label
00012dd44157,0.305569589138031,0.6909610033035278,0.0034694247879087,1
0005969dea79,0.033100139349699,0.5425917506217957,0.424308180809021,2
00062190afe4,0.609569787979126,0.366220474243164,0.024209750816226,0
000835cf1a9e,0.0813858956098556,0.7154273986816406,0.2031866759061813,2
00089291ece1,0.5906793475151062,0.407106876373291,0.0022137539926916,1
00092b4d8eca,0.4992001950740814,0.4990860819816589,0.0017136750975623,1
000a03cbe6c7,0.0231215432286262,0.4992401301860809,0.4776382446289062,0
000f96227017,0.2767407894134521,0.719147264957428,0.0041119907982647,1
0011183ca5fd,0.0097788888961076,0.3007923364639282,0.6894287467002869,2
0012dc59115f,0.147692859172821,0.8299325704574585,0.0223745629191398,1
00137d08573c,0.0362888239324092,0.9610653519630432,0.0026458248030394,1
0013cc385424,0.0563471168279647,0.8982499241828918,0.0454029031097888,1
001593be0f4a,0.0998197197914123,0.827528715133667,0.0726515650749206,1
00165714192b,0.0838345512747764,0.900191068649292,0.0159743633121252,1
001747418183,0.678276002407074,0.3195374011993408,0.002186608267948,0
0019f2383380,0.0529037527740001,0.8630640506744385,0.084032155573368,1
001a03dec4e8,0.9011483788490297,0.0985889360308647,0.0002628120710141,0
001d38a4a0ea,0.193754643201828,0.6812319159507751,0.1250133961439132,1
001d74a4af6c,0.1818531602621078,0.6541959643363953,0.1639509201049804,1
001d99b4f21b,0.212332934141159,0.7782577872276306,0.0094092888757586,0
001e6ee7115f,0.0474342182278633,0.7758455276489258,0.1767202913761139,1
00237fb9f803,0.7702152729034424,0.2286783456802368,0.0011064382269978,0
00248c5ce57a,0.8227598667144775,0.176590621471405,0.0006495094858109,0
002644e86e26,0.0003717027720995,0.1674194931983947,0.8322088122367859,2
00264751395f,0.0656131878495216,0.9022784233093262,0.0321083851158618,0
0029cba29fa0,0.2855611443519592,0.7116842269897461,0.0027546165511012,1
00314844ae04,0.0874021872878074,0.561971127986908,0.3506266474723816,1
0035468f1d4c,0.3660509586334228,0.5528866052627563,0.0810624584555625,1
00365233baec,0.0005339227500371,0.0844109281897544,0.9150551557540894,2
0038144f43b3,0.0380414016544818,0.9502279758453368,0.0117305824533104,1
0039c840caeb,0.0002564226742833,0.1273508071899414,0.8723927140235901,2
0039eee17c2a,0.0725820288062095,0.9212285876274108,0.006189408712089,1
003bf859481a,0.2179305255413055,0.7380999326705933,0.0439695678651332,0
003c0657ecfb,0.7572706341743469,0.2411271333694458,0.0016022239578887,0
004095db60ce,0.0115015283226966,0.2295318245887756,0.7589666843414307,2
0041916de7e8,0.0036122018937021,0.6051132082939148,0.3912746012210846,2
0041edef2bdb,0.0013356429990381,0.3373176157474518,0.6613467931747437,1
