discourse_id,Ineffective,Adequate,Effective,label
00012dd44157,0.1110058650374412,0.8669617772102356,0.0220323707908391,1
0005969dea79,0.160236045718193,0.6220480799674988,0.2177158445119857,2
00062190afe4,0.4616886675357818,0.4969886541366577,0.0413227304816246,0
000835cf1a9e,0.0277954544872045,0.5487316846847534,0.4234728515148163,2
00089291ece1,0.8670227527618408,0.1325728446245193,0.000404391583288,1
00092b4d8eca,0.3412820696830749,0.6562913656234741,0.0024265742395073,1
000a03cbe6c7,0.0592021308839321,0.4385682642459869,0.502229630947113,0
000f96227017,0.3979661762714386,0.5951899886131287,0.0068438686430454,1
0011183ca5fd,0.0069583724252879,0.1815261542797088,0.8115155100822449,2
0012dc59115f,0.2812464535236358,0.6936522126197815,0.0251013562083244,1
00137d08573c,0.3439725339412689,0.6552504301071167,0.0007770512020215,1
0013cc385424,0.0355617143213748,0.7674983143806458,0.196940004825592,1
001593be0f4a,0.0734026506543159,0.6343443989753723,0.2922529876232147,1
00165714192b,0.2660738229751587,0.7299736142158508,0.0039525423198938,1
001747418183,0.7060269117355347,0.2929168939590454,0.0010561980307102,0
0019f2383380,0.1875156164169311,0.7825193405151367,0.0299650281667709,1
001a03dec4e8,0.7401489615440369,0.2596127092838287,0.0002382949314778,0
001d38a4a0ea,0.051217533648014,0.7712444067001343,0.177538052201271,1
001d74a4af6c,0.2667828798294067,0.6595536470413208,0.0736634954810142,1
001d99b4f21b,0.0996626242995262,0.8948944211006165,0.0054429396986961,0
001e6ee7115f,0.0376211106777191,0.7843029499053955,0.1780759692192077,1
00237fb9f803,0.6509221792221069,0.3470881879329681,0.001989601412788,0
00248c5ce57a,0.4677155911922455,0.5304687023162842,0.0018157535232603,0
002644e86e26,0.0001924410462379,0.1571152657270431,0.8426922559738159,2
00264751395f,0.2469295859336853,0.7467771768569946,0.0062931706197559,0
0029cba29fa0,0.3270930647850036,0.670795738697052,0.0021111902315169,1
00314844ae04,0.0552864801138639,0.3588258028030395,0.5858877450227737,1
0035468f1d4c,0.245228499174118,0.5845041871070862,0.1702673286199569,1
00365233baec,0.000199355155928,0.0352486781775951,0.9645519256591796,2
0038144f43b3,0.1724913716316223,0.8253625631332397,0.0021460757125169,1
0039c840caeb,0.0002040192630374,0.137242779135704,0.8625532388687134,2
0039eee17c2a,0.115538865327835,0.8730876445770264,0.0113734900951385,1
003bf859481a,0.4611170887947082,0.5211713910102844,0.0177115052938461,0
003c0657ecfb,0.8159199953079224,0.1837898641824722,0.0002901877160184,0
004095db60ce,0.0170602109283208,0.2711921036243438,0.7117477655410767,2
0041916de7e8,0.0011607834603637,0.4466332197189331,0.5522059798240662,2
0041edef2bdb,0.0008729880210012,0.4489583969116211,0.5501686334609985,1
00421681bce9,0.1206893771886825,0.8164608478546143,0.0628497526049614,1
00450660add5,0.0210724119096994,0.942719042301178,0.0362085290253162,1
0046de93a962,0.7091864347457886,0.2903780341148376,0.0004355543642304,0
0047ec8f5596,0.3788147866725921,0.6142078638076782,0.006977298296988,1
004a634b816d,0.1022389903664588,0.8174099922180176,0.0803510248661041,1
004b27a5f1ff,0.0787255764007568,0.9198389053344728,0.0014355244347825,1
004cf1ded753,0.1149338409304618,0.8689743876457214,0.0160917490720748,1
004cf77efe15,0.0037761745043098,0.3104901611804962,0.6857337355613708,1
004d9e78444a,0.0014612585073336,0.127484243363142,0.871054470539093,2
005046268be0,0.1006174087524414,0.8849409818649292,0.0144416149705648,1
0051bfde3b9d,0.0313482098281383,0.8250501155853271,0.1436016857624054,1
005239304fb9,0.3669937551021576,0.6127623319625854,0.0202438961714506,1
00544f9fb25c,0.0037202795501798,0.4767374098300934,0.5195422768592834,2
005634150ba7,0.5369983911514282,0.4565795660018921,0.0064219869673252,1
00589ce33b59,0.258474588394165,0.7330201268196106,0.008505331352353,1
0058ba6ebbd4,0.0009031996596604,0.0650363788008689,0.9340604543685912,2
005c4cac4b55,0.1833347380161285,0.8146461844444275,0.0020190780051052,1
005c6eafcc76,0.2499996870756149,0.7091965675354004,0.0408037938177585,0
005ed61fccfe,0.5706492066383362,0.4284099638462066,0.0009408086189068,1
005ee6e5f5cd,0.074618861079216,0.7565491199493408,0.1688320189714431,1
0060aead4e77,0.0768739283084869,0.8233106136322021,0.0998154655098915,1
00610b8a1cdc,0.046940516680479,0.5435109734535217,0.4095485210418701,1
0066a2524b34,0.3017574548721313,0.6926127076148987,0.0056297951377928,1
00697b9422e6,0.025596359744668,0.7120967507362366,0.2623068988323211,1
00705e17dfcd,0.5510345697402954,0.4482758939266205,0.0006895355181768,0
0070a6ae29a1,0.3621620237827301,0.6080138087272644,0.0298241470009088,0
007401469962,0.1130107119679451,0.7472391128540039,0.1397501975297927,1
00744ea8eaa7,0.5679903626441956,0.4166292548179626,0.0153804300352931,1
007626702265,0.0982699692249298,0.8952411413192749,0.0064889243803918,1
0076b0b737a2,0.6357370018959045,0.3641079068183899,0.0001551019522594,0
00778ffe9c74,0.5764168500900269,0.4120523333549499,0.0115307746455073,1
0077a47912b2,0.2196653038263321,0.7754688858985901,0.0048658279702067,1
0077fb413a28,0.0573568642139434,0.936424195766449,0.0062188627198338,1
007c6b649ea3,0.15145905315876,0.6448829770088196,0.2036580294370651,2
007de914a712,0.0004748197097796,0.2305841147899627,0.7689410448074341,2
007fd8eb752d,0.0116052702069282,0.8354033827781677,0.152991309762001,1
0080540d1d72,0.0019550656434148,0.3010091781616211,0.6970357298851013,1
00810a985912,0.371955394744873,0.5967788100242615,0.0312657728791236,0
00821551d0ca,0.2375708520412445,0.7604446411132812,0.0019845177885144,1
00847d23ed35,0.072754830121994,0.9178491830825806,0.0093959905207157,1
0085664d9e90,0.0002934641379397,0.4010799527168274,0.5986266732215881,2
0088df2dee0c,0.1644424349069595,0.8035436272621155,0.0320139452815055,0
008b0b124533,0.0446096360683441,0.5329410433769226,0.4224492907524109,2
008cf42d39ef,0.0555504374206066,0.8746958374977112,0.0697536766529083,1
008f962308e1,0.0152886752039194,0.8016994595527649,0.183011919260025,1
0090738a2ef1,0.1538369357585907,0.7325291037559509,0.1136340051889419,1
00918a260d73,0.0116605665534734,0.8303907513618469,0.1579486727714538,1
0092bcf6aa57,0.0170795675367116,0.94207763671875,0.0408428013324737,1
00931b1d9a0b,0.0003744996356545,0.1053893975913524,0.8942360877990723,2
00936d5bd860,0.1700783520936966,0.8251727223396301,0.0047489395365118,1
0093f4496822,0.4716551601886749,0.5269392728805542,0.0014055566862225,0
009492fd0ec0,0.4319383502006531,0.5453214645385742,0.0227401815354824,0
009526a6071d,0.0069786021485924,0.4035315215587616,0.5894899368286133,2
0097872a7768,0.0061749969609081,0.1067560538649559,0.8870689272880554,2
009ed46f9c44,0.6638408899307251,0.3314312696456909,0.0047278092242777,0
00a0b8dd5e61,0.0452476218342781,0.9085426330566406,0.0462097525596618,1
00a17cfa1760,0.2340695708990097,0.7560040950775146,0.0099263377487659,0
00a8fc1d7501,0.1205552071332931,0.8660775423049927,0.0133672812953591,1
00a9adc48b7a,0.0177284572273492,0.8402817845344543,0.1419897228479385,1
00abb6fcdef0,0.0005609860527329,0.0820319429039955,0.917406976222992,2
00ac6cf3dc68,0.7867318391799927,0.2086383998394012,0.0046296948567032,1
00adb8e8c324,0.631010890007019,0.3683521151542663,0.000637007295154,1
00af0df6343c,0.0036239062901586,0.3770469725131988,0.6193290948867798,1
00b105396821,0.3211585283279419,0.536825954914093,0.1420155167579651,0
00b24149a686,0.2570964694023132,0.725030779838562,0.017872754484415,1
00b2a7642f58,0.1895471662282943,0.8047674894332886,0.0056854020804166,1
00b2ef4b8ce1,0.4039766192436218,0.5590395927429199,0.0369837693870067,0
00b5a0d2d5b8,0.0176583975553512,0.9252475500106812,0.0570940449833869,1
00b7a4207582,0.1757593303918838,0.6388337016105652,0.1854069381952285,2
00b826f6e6d1,0.2674868106842041,0.723244309425354,0.0092688556760549,1
00bc9ee759bb,0.7934868931770325,0.205885961651802,0.0006271053571254,0
00bf0f5c4ad9,0.0915832445025444,0.8765234351158142,0.0318932794034481,1
00bf560e3bb9,0.0318311788141727,0.9581785798072816,0.0099902255460619,1
00c0f79b8487,0.5172011852264404,0.4813045263290405,0.0014942700508981,0
00c3cb8cb453,0.0395040959119796,0.6141660809516907,0.3463298380374908,1
00c47ef65cab,0.7446824312210083,0.2546099722385406,0.0007076297188177,0
00c4f89f24b8,0.6233413815498352,0.3742101490497589,0.0024484188761562,0
00cc451bc233,0.2313520312309265,0.7133710384368896,0.0552768930792808,1
00cd73783dc1,0.2211230993270874,0.7501919865608215,0.0286848973482847,1
00cfc958365c,0.0056165577843785,0.3072215020656585,0.687161922454834,2
00d2f1913c95,0.1492102295160293,0.7308815121650696,0.119908183813095,2
00d34ed71058,0.1166089475154876,0.8426381945610046,0.0407528355717659,2
00d3953bff85,0.6787661910057068,0.3196679949760437,0.0015657506883144,0
00d71bcb59d8,0.0004630045441444,0.1817621886730194,0.8177748322486877,2
00d928498357,0.0583072341978549,0.7648299932479858,0.1768627762794494,1
00da37c71b96,0.0020608406048268,0.1827356517314911,0.8152034878730774,2
00dacf4d6664,0.6810523271560669,0.3166255950927734,0.0023220393341034,0
00db25e234ee,0.4031228125095367,0.5516627430915833,0.0452144481241703,1
00dda6612cfb,0.0515699237585067,0.9163777232170104,0.0320523716509342,1
00dec2023c50,0.308139830827713,0.6486092805862427,0.043250884860754,1
00e045f4a1fe,0.0040188841521739,0.9005798101425171,0.0954013019800186,1
00e1252ef31f,0.0007929971907287,0.2758283615112304,0.723378598690033,2
00e20162fc05,0.0819636583328247,0.669533371925354,0.2485029995441436,1
00e213bd2c2e,0.4697857499122619,0.5169776082038879,0.0132366707548499,0
00e36eafcc9c,0.7171483039855957,0.2826447784900665,0.0002068597095785,0
00e40ad46796,0.024108862504363,0.9087623357772828,0.0671287700533866,1
00e479384b67,0.1768245846033096,0.8210654258728027,0.0021099981386214,1
00e6abd1786e,0.0769631341099739,0.906799614429474,0.0162372812628746,1
00eb04c24f42,0.3059186935424804,0.6804608106613159,0.0136204985901713,1
00eb4f007087,0.6196962594985962,0.3770752549171448,0.0032284252811223,1
00ec265a4f77,0.6666322350502014,0.3326691687107086,0.0006985841901041,0
00ec98773bda,0.008952903561294,0.5375739336013794,0.4534732103347778,1
00f637b87312,0.0624064616858959,0.745634913444519,0.1919586509466171,2
00f75767b895,0.0008755208109505,0.1468694508075714,0.8522549867630005,2
00f849de742a,0.0493835471570491,0.943994164466858,0.0066222404129803,1
00f8be0c47ed,0.0001761570892995,0.200454369187355,0.7993693947792053,2
00fa7538c5b4,0.1670584976673126,0.8251159191131592,0.00782554410398,1
00fcd9656dc9,0.0004553376347757,0.2279607057571411,0.7715839743614197,2
00fd05f8f446,0.3864221572875976,0.5315834879875183,0.0819943472743034,0
00feb2172d4b,0.5730924606323242,0.4241757988929748,0.0027317660860717,1
00ffd72ef850,0.4610547721385956,0.5357785820960999,0.0031666273716837,1
0100da449b9f,0.0046842927113175,0.2090955674648285,0.7862201929092407,1
0100deb4dc54,0.2447530329227447,0.7529746890068054,0.0022722636349499,1
01026b3ff4d2,0.0002707832900341,0.4780924320220947,0.5216367244720459,2
0104bc297ba8,0.5387133359909058,0.4604592323303222,0.0008273851126432,1
0104dd12ad90,0.394654244184494,0.5972974896430969,0.0080483304336667,0
0104e273089a,0.0937073603272438,0.567986786365509,0.3383058607578277,2
0107467f0724,0.0004105730331502,0.1115154847502708,0.8880739212036133,1
010b4ec562a3,0.1751907616853714,0.8242775201797485,0.0005317693576216,1
010df484450d,0.0008393646567128,0.2018885463476181,0.7972721457481384,2
01103cf52159,0.2933031022548675,0.701419472694397,0.0052774692885577,1
01140f00c7ad,0.0114701734855771,0.2999550700187683,0.6885747313499451,2
0117b9a8e3e2,0.2358078360557556,0.762200653553009,0.0019915613811463,1
01183a34c70d,0.0033241105265915,0.218142881989479,0.7785329818725586,2
011ac2b9d4b8,0.3258242309093475,0.6653238534927368,0.0088518979027867,1
011b6471bb5a,0.2704409956932068,0.7280670404434204,0.0014918925007805,1
011d12664c33,0.0020306201186031,0.2153870165348053,0.7825824022293091,1
0121133dcfd0,0.0682074800133705,0.8328194618225098,0.0989730432629585,0
0125213fbef8,0.2387887388467788,0.7604644894599915,0.0007467738469131,1
012804dd845a,0.0007746502524241,0.1651860475540161,0.8340393304824829,2
012c31e66323,0.209727481007576,0.7846548557281494,0.0056176520884037,0
012d44d4abb1,0.2841429114341736,0.6672632694244385,0.0485938228666782,0
012da845728f,9.453534585190936e-05,0.0142384991049766,0.9856669306755066,2
012fa581dc0f,0.0002463569981046,0.0783352553844451,0.9214184284210204,2
