discourse_id,Ineffective,Adequate,Effective,label
0013cc385424,0.0590456165373325,0.8196374177932739,0.1213169544935226,1
00165714192b,0.2156943082809448,0.7576041221618652,0.0267015360295772,1
0019f2383380,0.1139180362224578,0.8069965243339539,0.0790854021906852,1
0029cba29fa0,0.3276496827602386,0.6695449948310852,0.0028053475543856,1
0035468f1d4c,0.4861068725585937,0.4482364654541015,0.0656566768884658,1
0051bfde3b9d,0.0478012785315513,0.7301902770996094,0.2220084220170974,1
007626702265,0.2135473489761352,0.7739811539649963,0.0124715073034167,1
007fd8eb752d,0.0222558695822954,0.9127029180526732,0.0650412291288375,1
00821551d0ca,0.1843902021646499,0.808683454990387,0.0069262906908988,1
008b0b124533,0.0789815858006477,0.6000436544418335,0.3209747672080993,2
009526a6071d,0.0130692953243851,0.4264189600944519,0.5605117082595825,2
00abb6fcdef0,0.0009128230158239,0.0634211972355842,0.9356659054756165,2
00af0df6343c,0.0323090068995952,0.4119513630867004,0.5557396411895752,1
00b2a7642f58,0.2555877268314361,0.7398834824562073,0.0045288181863725,1
00b826f6e6d1,0.2376902401447296,0.7260127663612366,0.0362969860434532,1
00db25e234ee,0.4262623488903045,0.5610296130180359,0.0127080529928207,1
00e6abd1786e,0.0979405641555786,0.8843829035758972,0.0176765266805887,1
01103cf52159,0.2521449029445648,0.659905731678009,0.0879493430256843,1
0117b9a8e3e2,0.0620159693062305,0.9290242791175842,0.0089597189798951,1
0121133dcfd0,0.1154597923159599,0.7283036112785339,0.1562365740537643,0
012804dd845a,0.0041680419817566,0.2306560575962066,0.7651758790016174,2
012fa581dc0f,0.0008300688932649,0.0589719004929065,0.9401980638504028,2
0137d18866e9,0.003674351144582,0.1233397796750068,0.8729858994483948,2
013d58915f67,0.2521109580993652,0.7372967004776001,0.010592333972454,0
01479e9d77d9,0.2524862289428711,0.6934645771980286,0.0540492497384548,1
015ac1dc3e46,0.0888887196779251,0.6641849279403687,0.2469263523817062,1
015c9218f1d5,0.4488466680049896,0.5482304692268372,0.0029229125939309,0
01605fbb2923,0.0518822968006134,0.8775070905685425,0.0706106424331665,1
016d64a72053,0.3646621108055115,0.6294112801551819,0.005926608107984,0
017337b6666e,0.256151407957077,0.7399342060089111,0.0039143799804151,1
0177d4eb626d,0.0596318021416664,0.5442391037940979,0.3961290419101715,1
0180cf7c46f9,0.1695487052202224,0.7497525811195374,0.0806986913084983,1
0184d4c2eb0a,0.0198622997850179,0.4202572405338287,0.5598804354667664,2
0187373fa1b9,0.3033053576946258,0.6920992732048035,0.0045953798107802,1
01966060a424,0.457352727651596,0.5270201563835144,0.0156271215528249,1
01a0b07d04fa,0.0981531515717506,0.5831591486930847,0.3186877369880676,1
01a3812efc0b,0.1840442866086959,0.718671977519989,0.0972837433218956,1
01bf41146cf2,0.0034430872183293,0.0564595907926559,0.9400973320007324,1
01c40a95999a,0.3598408997058868,0.6371949911117554,0.0029641615692526,1
01c781e9dcc8,0.2943156659603119,0.6827367544174194,0.0229476224631071,0
01dc7315e348,0.0242901239544153,0.8800862431526184,0.0956236496567726,1
0213e105a8c9,0.0010565572883933,0.0410405695438385,0.9579028487205504,2
02500509e82a,0.0660643205046653,0.5330735445022583,0.4008621573448181,2
025833e63de2,0.0364001393318176,0.916183590888977,0.0474163182079792,1
0265a8e507c5,0.3586637079715729,0.4753478467464447,0.1659885197877884,1
0269840cb1b7,0.4586238265037536,0.53094881772995,0.0104273296892642,1
02a6dbe586ec,0.0807521045207977,0.9029709100723268,0.016276990994811,1
02ad0c13ea29,0.0121626043692231,0.651925802230835,0.3359115719795227,2
02bd703e0256,0.0266156792640686,0.4508376121520996,0.522546648979187,2
02bf54dff6a0,0.0006546837394125,0.0431476011872291,0.9561977386474608,2
02e4d9dcd80c,0.0675487965345382,0.8349010348320007,0.0975502058863639,1
0301e35023f8,0.0792475044727325,0.3983164727687835,0.5224360227584839,1
0311c0230938,0.5071183443069458,0.4917460978031158,0.0011355705792084,1
0317f18d08ae,0.0709652528166771,0.7239457964897156,0.2050889879465103,1
03294d2fcc6a,0.0034203785471618,0.2927834987640381,0.7037961483001709,1
033960aa5444,0.0103408843278884,0.2585062384605407,0.7311528921127319,1
0340af328ba1,0.120149627327919,0.8004971146583557,0.079353280365467,1
034f064f31b0,0.0843583866953849,0.7492620348930359,0.1663795858621597,1
0365a7a1d374,0.2330799549818039,0.7581542730331421,0.0087657626718282,1
0368a04d3940,0.0199441984295845,0.5705928206443787,0.409462958574295,1
0381a3dbbbe7,0.0197411142289638,0.6065024733543396,0.3737564086914062,2
038715934d3b,0.0226558111608028,0.7304843068122864,0.2468598932027816,1
038c57a0a6a0,0.0481220260262489,0.6665127277374268,0.2853651940822601,1
039c7794fe9c,0.1714304536581039,0.8160800337791443,0.0124895302578806,1
03a25c87809b,0.4108417630195617,0.5652685761451721,0.0238897316157817,1
03b2c7f45b57,0.6804472208023071,0.3176506161689758,0.0019021880580112,0
03bc2169346f,0.2442948967218399,0.6607576608657837,0.0949474349617958,1
